Time,Connectivity,Reachability
20.00,1,1.00
20.17,1,1.00
20.33,1,1.00
20.50,1,1.00
20.67,1,1.00
20.83,0,0.53
21.00,0,0.53
21.17,0,0.53
21.33,0,0.53
21.50,0,0.53
21.67,0,0.53
21.83,0,0.53
22.00,0,0.40
22.17,0,0.40
22.33,0,0.40
22.50,0,0.40
22.67,0,0.40
22.83,0,0.40
23.00,0,0.40
23.17,0,0.40
23.33,0,0.40
23.50,0,0.40
23.67,0,0.40
23.83,0,0.40
24.00,0,0.40
24.17,0,0.40
24.33,0,0.40
24.50,0,0.40
24.67,0,0.40
24.83,0,0.40
25.00,0,0.40
25.17,0,0.40
25.33,0,0.40
25.50,0,0.40
25.67,0,0.40
25.83,0,0.40
26.00,0,0.47
26.17,1,1.00
26.33,1,1.00
26.50,1,1.00
26.67,1,1.00
26.83,1,1.00
27.00,1,1.00
27.17,1,1.00
27.33,1,1.00
27.50,1,1.00
27.67,1,1.00
27.83,0,0.80
28.00,0,0.80
28.17,0,0.80
28.33,0,0.80
28.50,0,0.80
28.67,0,0.80
28.83,0,0.80
29.00,0,0.80
29.17,0,0.80
29.33,0,0.80
29.50,0,0.80
29.67,0,0.80
29.83,0,0.80
30.00,0,0.80
30.17,0,0.80
30.33,0,0.80
30.50,0,0.80
30.67,0,0.80
30.83,0,0.80
31.00,0,0.80
31.17,0,0.80
31.33,0,0.80
31.50,0,0.80
31.67,0,0.80
31.83,0,0.80
32.00,0,0.80
32.17,0,0.80
32.33,1,1.00
32.50,1,1.00
32.67,1,1.00
32.83,1,1.00
33.00,1,1.00
33.17,1,1.00
33.33,1,1.00
33.50,1,1.00
33.67,1,1.00
33.83,1,1.00
34.00,1,1.00
34.17,1,1.00
34.33,1,1.00
34.50,1,1.00
34.67,1,1.00
34.83,1,1.00
35.00,1,1.00
35.17,1,1.00
35.33,1,1.00
35.50,1,1.00
35.67,1,1.00
35.83,1,1.00
36.00,1,1.00
36.17,1,1.00
36.33,1,1.00
36.50,1,1.00
36.67,1,1.00
36.83,1,1.00
37.00,1,1.00
37.17,1,1.00
37.33,1,1.00
37.50,1,1.00
37.67,1,1.00
37.83,1,1.00
38.00,1,1.00
38.17,1,1.00
38.33,1,1.00
38.50,1,1.00
38.67,1,1.00
38.83,1,1.00
39.00,1,1.00
39.17,1,1.00
39.33,1,1.00
39.50,1,1.00
39.67,1,1.00
39.83,1,1.00
40.00,1,1.00
40.00,1,1.00
40.17,1,1.00
40.33,1,1.00
40.50,0,0.53
40.67,0,0.53
40.83,0,0.53
41.00,0,0.53
41.17,0,0.53
41.33,0,0.53
41.50,0,0.53
41.67,0,0.53
41.83,0,0.53
42.00,0,0.53
42.17,0,0.53
42.33,0,0.53
42.50,0,0.53
42.67,0,0.53
42.83,0,0.53
43.00,0,0.53
43.17,0,0.53
43.33,0,0.53
43.50,0,0.53
43.67,0,0.53
43.83,0,0.53
44.00,0,0.53
44.17,0,0.53
44.33,0,0.53
44.50,0,0.53
44.67,0,0.53
44.83,0,0.53
45.00,0,0.53
45.17,0,0.53
45.33,0,0.53
45.50,0,0.53
45.67,0,0.53
45.83,0,0.53
46.00,0,0.53
46.17,0,0.53
46.33,0,0.53
46.50,0,0.53
46.67,0,0.53
46.83,0,0.53
47.00,0,0.53
47.17,0,0.53
47.33,0,0.53
47.50,0,0.53
47.67,0,0.53
47.83,0,0.53
48.00,0,0.53
48.17,0,0.53
48.33,0,0.53
48.50,0,0.53
48.67,0,0.53
48.83,0,0.27
49.00,0,0.27
49.17,0,0.27
49.33,0,0.27
49.50,0,0.27
49.67,0,0.27
49.83,0,0.27
50.00,0,0.27
50.17,0,0.27
50.33,0,0.27
50.50,0,0.27
50.67,0,0.27
50.83,0,0.27
51.00,0,0.27
51.17,0,0.27
51.33,0,0.27
51.50,0,0.27
51.67,0,0.27
51.83,0,0.27
52.00,0,0.27
52.17,0,0.27
52.33,0,0.27
52.50,0,0.27
52.67,0,0.27
52.83,0,0.27
53.00,0,0.27
53.17,0,0.27
53.33,0,0.27
53.50,0,0.27
53.67,0,0.27
53.83,0,0.27
54.00,0,0.53
54.17,0,0.53
54.33,0,0.53
54.50,0,0.53
54.67,0,0.53
54.83,0,0.53
55.00,0,0.53
55.17,0,0.53
55.33,0,0.53
55.50,0,0.53
55.67,0,0.53
55.83,0,0.53
56.00,0,0.53
56.17,0,0.53
56.33,0,0.53
56.50,0,0.53
56.67,0,0.53
56.83,0,0.53
57.00,0,0.53
57.17,0,0.53
57.33,0,0.53
57.50,0,0.53
57.67,0,0.53
57.83,0,0.53
58.00,0,0.53
58.17,0,0.53
58.33,0,0.53
58.50,0,0.53
58.67,0,0.53
58.83,0,0.53
59.00,0,0.53
59.17,0,0.53
59.33,1,1.00
59.50,1,1.00
59.67,1,1.00
59.83,1,1.00
60.00,1,1.00
60.00,1,1.00
60.17,1,1.00
60.33,0,0.44
60.50,0,0.44
60.67,0,0.44
60.83,0,0.36
61.00,0,0.36
61.17,0,0.36
61.33,0,0.36
61.50,0,0.36
61.67,0,0.36
61.83,0,0.36
62.00,0,0.36
62.17,0,0.36
62.33,0,0.36
62.50,0,0.36
62.67,0,0.36
62.83,0,0.36
63.00,0,0.36
63.17,0,0.36
63.33,0,0.36
63.50,0,0.36
63.67,0,0.36
63.83,0,0.36
64.00,0,0.36
64.17,0,0.36
64.33,0,0.36
64.50,0,0.36
64.67,0,0.36
64.83,0,0.36
65.00,0,0.36
65.17,0,0.36
65.33,0,0.36
65.50,0,0.36
65.67,0,0.36
65.83,0,0.36
66.00,0,0.36
66.17,0,0.36
66.33,0,0.36
66.50,0,0.36
66.67,0,0.36
66.83,0,0.36
67.00,0,0.36
67.17,0,0.36
67.33,0,0.36
67.50,0,0.36
67.67,0,0.36
67.83,0,0.36
68.00,0,0.36
68.17,0,0.36
68.33,0,0.36
68.50,0,0.36
68.67,0,0.36
68.83,0,0.36
69.00,0,0.29
69.17,0,0.29
69.33,0,0.29
69.50,0,0.29
69.67,0,0.29
69.83,0,0.29
70.00,0,0.29
70.17,0,0.29
70.33,0,0.29
70.50,0,0.29
70.67,0,0.29
70.83,0,0.29
71.00,0,0.29
71.17,0,0.29
71.33,0,0.29
71.50,0,0.44
71.67,0,0.44
71.83,0,0.44
72.00,0,0.44
72.17,0,0.44
72.33,0,0.44
72.50,0,0.44
72.67,0,0.44
72.83,0,0.44
73.00,0,0.44
73.17,0,0.44
73.33,0,0.44
73.50,0,0.44
73.67,0,0.44
73.83,0,0.44
74.00,1,1.00
74.17,1,1.00
74.33,1,1.00
74.50,1,1.00
74.67,1,1.00
74.83,1,1.00
75.00,1,1.00
75.17,1,1.00
75.33,1,1.00
75.50,1,1.00
75.67,1,1.00
75.83,1,1.00
76.00,1,1.00
76.17,1,1.00
76.33,1,1.00
76.50,1,1.00
76.67,1,1.00
76.83,1,1.00
77.00,1,1.00
77.17,1,1.00
77.33,1,1.00
77.50,1,1.00
77.67,1,1.00
77.83,1,1.00
78.00,1,1.00
78.17,1,1.00
78.33,1,1.00
78.50,1,1.00
78.67,1,1.00
78.83,1,1.00
79.00,1,1.00
79.17,1,1.00
79.33,1,1.00
79.50,1,1.00
79.67,1,1.00
79.83,1,1.00
80.00,1,1.00
80.00,1,1.00
80.17,1,1.00
80.33,1,1.00
80.50,1,1.00
80.67,1,1.00
80.83,1,1.00
81.00,1,1.00
81.17,1,1.00
81.33,1,1.00
81.50,1,1.00
81.67,1,1.00
81.83,1,1.00
