Time,Connectivity,Reachability
0.00,1,1.00
0.17,1,1.00
0.33,0,0.44
0.50,0,0.44
0.67,0,0.44
0.83,0,0.31
1.00,0,0.31
1.17,0,0.31
1.33,0,0.31
1.50,0,0.31
1.67,0,0.31
1.83,0,0.31
2.00,0,0.31
2.17,0,0.31
2.33,0,0.31
2.50,0,0.31
2.67,0,0.31
2.83,0,0.31
3.00,0,0.31
3.17,0,0.31
3.33,0,0.31
3.50,0,0.31
3.67,0,0.31
3.83,0,0.31
4.00,0,0.31
4.17,0,0.31
4.33,0,0.31
4.50,0,0.31
4.67,0,0.31
4.83,0,0.31
5.00,0,0.31
5.17,0,0.31
5.33,0,0.31
5.50,0,0.31
5.67,0,0.31
5.83,0,0.31
6.00,0,0.31
6.17,0,0.31
6.33,0,0.31
6.50,0,0.31
6.67,0,0.31
6.83,0,0.31
7.00,0,0.31
7.17,0,0.31
7.33,0,0.31
7.50,0,0.31
7.67,0,0.31
7.83,0,0.31
8.00,0,0.31
8.17,0,0.31
8.33,0,0.31
8.50,0,0.31
8.67,0,0.31
8.83,0,0.31
9.00,0,0.31
9.17,0,0.31
9.33,0,0.31
9.50,0,0.31
9.67,0,0.31
9.83,0,0.31
10.00,0,0.31
10.17,0,0.31
10.33,0,0.22
10.50,0,0.22
10.67,0,0.22
10.83,0,0.22
11.00,0,0.22
11.17,0,0.22
11.33,0,0.36
11.50,0,0.36
11.67,0,0.36
11.83,0,0.36
12.00,0,0.36
12.17,0,0.36
12.33,0,0.36
12.50,0,0.36
12.67,0,0.36
12.83,0,0.36
13.00,0,0.36
13.17,0,0.36
13.33,0,0.36
13.50,0,0.36
13.67,0,0.36
13.83,0,0.36
14.00,0,0.36
14.17,0,0.36
14.33,0,0.36
14.50,0,0.36
14.67,0,0.36
14.83,0,0.36
15.00,0,0.36
15.17,0,0.36
15.33,0,0.36
15.50,0,0.36
15.67,0,0.36
15.83,0,0.36
16.00,0,0.36
16.17,0,0.36
16.33,0,0.36
16.50,0,0.36
16.67,0,0.36
16.83,0,0.36
17.00,0,0.36
17.17,0,0.36
17.33,0,0.36
17.50,0,0.36
17.67,0,0.36
17.83,0,0.36
18.00,0,0.36
18.17,0,0.36
18.33,0,0.36
18.50,0,0.36
18.67,0,0.36
18.83,0,0.36
19.00,0,0.36
19.17,0,0.36
19.33,0,0.36
19.50,0,0.36
19.67,1,1.00
19.83,1,1.00
20.00,1,1.00
20.00,1,1.00
20.17,1,1.00
20.33,1,1.00
20.50,0,0.64
20.67,0,0.64
20.83,0,0.64
21.00,0,0.64
21.17,0,0.64
21.33,0,0.64
21.50,0,0.64
21.67,0,0.64
21.83,0,0.64
22.00,0,0.64
22.17,0,0.64
22.33,0,0.64
22.50,0,0.64
22.67,0,0.64
22.83,0,0.64
23.00,0,0.38
23.17,0,0.38
23.33,0,0.38
23.50,0,0.38
23.67,0,0.38
23.83,0,0.38
24.00,0,0.38
24.17,0,0.38
24.33,0,0.20
24.50,0,0.20
24.67,0,0.20
24.83,0,0.20
25.00,0,0.20
25.17,0,0.20
25.33,0,0.20
25.50,0,0.20
25.67,0,0.20
25.83,0,0.20
26.00,0,0.20
26.17,0,0.20
26.33,0,0.20
26.50,0,0.20
26.67,0,0.20
26.83,0,0.20
27.00,0,0.20
27.17,0,0.20
27.33,0,0.20
27.50,0,0.20
27.67,0,0.20
27.83,0,0.20
28.00,0,0.20
28.17,0,0.38
28.33,0,0.38
28.50,0,0.38
28.67,0,0.18
28.83,0,0.18
29.00,0,0.18
29.17,0,0.18
29.33,0,0.18
29.50,0,0.16
29.67,0,0.16
29.83,0,0.16
30.00,0,0.16
30.17,0,0.16
30.33,0,0.16
30.50,0,0.16
30.67,0,0.16
30.83,0,0.16
31.00,0,0.16
31.17,0,0.16
31.33,0,0.16
31.50,0,0.16
31.67,0,0.16
31.83,0,0.16
32.00,0,0.16
32.17,0,0.16
32.33,0,0.16
32.50,0,0.16
32.67,0,0.16
32.83,0,0.16
33.00,0,0.16
33.17,0,0.16
33.33,0,0.16
33.50,0,0.16
33.67,0,0.16
33.83,0,0.16
34.00,0,0.16
34.17,0,0.16
34.33,0,0.16
34.50,0,0.16
34.67,0,0.16
34.83,0,0.16
35.00,0,0.16
35.17,0,0.16
35.33,0,0.16
35.50,0,0.16
35.67,0,0.16
35.83,0,0.36
36.00,0,0.36
36.17,0,0.36
36.33,0,0.64
36.50,0,0.64
36.67,0,0.64
36.83,0,0.64
37.00,0,0.64
37.17,0,0.38
37.33,0,0.38
37.50,0,0.38
37.67,0,0.38
37.83,0,0.38
38.00,0,0.38
38.17,0,0.64
38.33,0,0.64
38.50,0,0.64
