# drones,matchingModel,contraction,alpha,distance,duration,disconnectedMoments,avg reachability
7,Bottleneck,Optimal,0.5499999999999999,803.4083189115787,48,0,1.0
7,Bottleneck,Optimal,0.2,737.3312648031958,41,0,1.0
7,Bottleneck,Optimal,0.65,1230.774707993305,62,0,1.0
7,Bottleneck,Optimal,0.5499999999999999,1156.3822887949805,58,0,1.0
7,Bottleneck,Optimal,0.8000000000000002,1343.7183188138858,78,0,1.0
7,Bottleneck,Optimal,0.6,812.268969486141,54,0,1.0
7,Bottleneck,Optimal,0.49999999999999994,1291.1137082746777,65,0,1.0
7,Bottleneck,Optimal,0.0,400.0,22,0,1.0
7,Bottleneck,Optimal,0.6,1193.0677960599949,60,0,1.0
7,Bottleneck,Optimal,0.65,1092.5931399240762,62,0,1.0
7,Bottleneck,Optimal,0.49999999999999994,1134.1476832764904,59,0,1.0
7,Bottleneck,Optimal,0.6,1163.6715893986197,61,0,1.0
7,Bottleneck,Optimal,0.6,964.6743361514649,52,0,1.0
7,Bottleneck,Optimal,0.65,744.8255535104794,39,0,1.0
7,Bottleneck,Optimal,0.65,833.017874080291,46,0,1.0
7,Bottleneck,Optimal,0.15000000000000002,882.544798696049,47,0,1.0
7,Bottleneck,Optimal,0.7500000000000001,1087.547062077851,57,0,1.0
7,Bottleneck,Optimal,0.65,783.1326418159738,48,0,1.0
7,Bottleneck,Optimal,0.49999999999999994,1134.1476832764904,59,0,1.0
7,Bottleneck,Optimal,0.6,1001.4180099966225,59,0,1.0
7,Bottleneck,Optimal,0.6,888.1060523989,50,0,1.0
7,Bottleneck,Optimal,0.7500000000000001,888.1520203789105,48,0,1.0
7,Bottleneck,Optimal,0.2,1196.4410703080262,60,0,1.0
7,Bottleneck,Optimal,0.7000000000000001,1136.5764724312992,58,0,1.0
7,Bottleneck,Optimal,0.5499999999999999,959.8289313327048,55,0,1.0
7,Bottleneck,Optimal,0.7500000000000001,1521.1562922101589,79,0,1.0
7,Bottleneck,Optimal,0.8000000000000002,896.5069391112188,61,0,1.0
7,Bottleneck,Optimal,0.15000000000000002,478.81837240717516,29,0,1.0
7,Bottleneck,Optimal,0.44999999999999996,622.3321540681479,33,0,1.0
7,Bottleneck,Optimal,0.7000000000000001,1416.869417399065,71,0,1.0
7,Bottleneck,Optimal,0.7500000000000001,1173.8643027613352,70,0,1.0
7,Bottleneck,Optimal,0.65,1149.2413138845845,60,0,1.0
7,Bottleneck,Optimal,0.9000000000000002,1267.0344996777499,64,0,1.0
7,Bottleneck,Optimal,0.5499999999999999,955.7800445277022,57,0,1.0
7,Bottleneck,Optimal,0.0,632.4555320336759,33,0,1.0
7,Bottleneck,Optimal,0.3,696.1391234324975,40,0,1.0
7,Bottleneck,Optimal,0.44999999999999996,561.2519817048163,38,0,1.0
7,Bottleneck,Optimal,0.7500000000000001,1060.3070781074398,63,0,1.0
7,Bottleneck,Optimal,0.7500000000000001,874.3107254389103,54,0,1.0
7,Bottleneck,Optimal,0.5499999999999999,1009.5183046144945,58,0,1.0
7,Bottleneck,Optimal,0.9000000000000002,1267.0344996777499,64,0,1.0
7,Bottleneck,Optimal,0.6,836.5255999958819,51,0,1.0
7,Bottleneck,Optimal,0.49999999999999994,945.7507057860232,55,0,1.0
7,Bottleneck,Optimal,0.49999999999999994,1024.5566209167848,52,0,1.0
7,Bottleneck,Optimal,0.9000000000000002,1267.0344996777499,64,0,1.0
7,Bottleneck,Optimal,0.8000000000000002,1169.076370672507,73,0,1.0
7,Bottleneck,Optimal,0.0,632.4555320336759,33,0,1.0
7,Bottleneck,Optimal,0.49999999999999994,1134.1476832764904,59,0,1.0
7,Bottleneck,Optimal,0.7500000000000001,1158.9959440350412,61,0,1.0
7,Bottleneck,Optimal,0.5499999999999999,783.9358049628345,46,0,1.0
7,Bottleneck,Optimal,0.5499999999999999,1323.2074421404934,66,0,1.0
7,Bottleneck,Optimal,0.6,1241.5433704890322,65,0,1.0
7,Bottleneck,Optimal,0.44999999999999996,622.3321540681479,32,0,1.0
7,Bottleneck,Optimal,0.6,1356.2031737784096,68,0,1.0
