11,Bottleneck,Full-Contraction,1.0,2417.647096793316,119,0,1.0
11,Bottleneck,Full-Contraction,1.0,3178.1973063563705,156,0,1.0
11,Bottleneck,Full-Contraction,1.0,3642.728894445613,178,0,1.0
11,Bottleneck,Full-Contraction,1.0,2865.582746727404,140,0,1.0
11,Bottleneck,Full-Contraction,1.0,3070.5166219477323,150,0,1.0
11,Bottleneck,Full-Contraction,1.0,1775.4359893384765,95,0,1.0
11,Bottleneck,Full-Contraction,1.0,1827.7849655100438,99,0,1.0
11,Bottleneck,Full-Contraction,1.0,3409.283685621173,172,0,1.0
11,Bottleneck,Full-Contraction,1.0,2809.320716549095,143,0,1.0
11,Bottleneck,Full-Contraction,1.0,2960.201532561835,146,0,1.0
11,Bottleneck,Full-Contraction,1.0,1346.99726789278,70,0,1.0
11,Bottleneck,Full-Contraction,1.0,2209.341950202502,117,0,1.0
11,Bottleneck,Full-Contraction,1.0,2435.381685956664,124,0,1.0
11,Bottleneck,Full-Contraction,1.0,2700.0255356860325,135,0,1.0
11,Bottleneck,Full-Contraction,1.0,2273.72279546396,113,0,1.0
11,Bottleneck,Full-Contraction,1.0,2508.1180564969654,124,0,1.0
11,Bottleneck,Full-Contraction,1.0,1616.6512680940557,87,0,1.0
11,Bottleneck,Full-Contraction,1.0,2223.3718951583687,109,0,1.0
11,Bottleneck,Full-Contraction,1.0,3348.2725367168127,168,0,1.0
11,Bottleneck,Full-Contraction,1.0,2297.5532449002403,113,0,1.0
11,Bottleneck,Full-Contraction,1.0,2252.5425828633743,112,0,1.0
11,Bottleneck,Full-Contraction,1.0,1660.1237465790664,95,0,1.0
11,Bottleneck,Full-Contraction,1.0,1717.5258718797354,86,0,1.0
11,Bottleneck,Full-Contraction,1.0,1950.6194942767024,97,0,1.0
11,Bottleneck,Full-Contraction,1.0,3347.710743032184,170,0,1.0
11,Bottleneck,Full-Contraction,1.0,3113.373019271906,163,0,1.0
11,Bottleneck,Full-Contraction,1.0,2302.530566616165,114,0,1.0
11,Bottleneck,Full-Contraction,1.0,1567.4299405599227,86,0,1.0
11,Bottleneck,Full-Contraction,1.0,2667.4302084014653,131,0,1.0
11,Bottleneck,Full-Contraction,1.0,2570.7328228880524,127,0,1.0
11,Bottleneck,Full-Contraction,1.0,2455.226263734339,122,0,1.0
11,Bottleneck,Full-Contraction,1.0,3225.2887856637853,167,0,1.0
11,Bottleneck,Full-Contraction,1.0,2653.2814990024326,135,0,1.0
11,Bottleneck,Full-Contraction,1.0,3231.048035961656,158,0,1.0
11,Bottleneck,Full-Contraction,1.0,3752.1561898554455,191,0,1.0
11,Bottleneck,Full-Contraction,1.0,1639.2711993425085,87,0,1.0
11,Bottleneck,Full-Contraction,1.0,2259.52590958141,112,0,1.0
11,Bottleneck,Full-Contraction,1.0,2645.0880165388025,130,0,1.0
11,Bottleneck,Full-Contraction,1.0,3850.755819489587,187,0,1.0
11,Bottleneck,Full-Contraction,1.0,1929.789263413631,98,0,1.0
11,Bottleneck,Full-Contraction,1.0,1692.5698745836635,93,0,1.0
11,Bottleneck,Full-Contraction,1.0,1801.1202661452521,89,0,1.0
11,Bottleneck,Full-Contraction,1.0,2538.654924996108,125,0,1.0
11,Bottleneck,Full-Contraction,1.0,2135.1181746364455,106,0,1.0
11,Bottleneck,Full-Contraction,1.0,3306.3216241724863,162,0,1.0
11,Bottleneck,Full-Contraction,1.0,3588.5650859759126,175,0,1.0
11,Bottleneck,Full-Contraction,1.0,1509.4246300440623,85,0,1.0
11,Bottleneck,Full-Contraction,1.0,1306.1979379947004,66,0,1.0
11,Bottleneck,Full-Contraction,1.0,3058.010891528887,150,0,1.0
11,Bottleneck,Full-Contraction,1.0,2109.06881376985,104,0,1.0
11,Bottleneck,Full-Contraction,1.0,1309.7056738962506,68,0,1.0
11,Bottleneck,Full-Contraction,1.0,1506.1608845903975,95,0,1.0
11,Bottleneck,Full-Contraction,1.0,1693.5138040285537,94,0,1.0
11,Bottleneck,Full-Contraction,1.0,2971.299331552462,154,0,1.0
11,Bottleneck,Full-Contraction,1.0,2446.7165196366695,136,0,1.0
11,Bottleneck,Full-Contraction,1.0,3783.720606877015,184,0,1.0
11,Bottleneck,Full-Contraction,1.0,3427.8651906980804,174,0,1.0
11,Bottleneck,Full-Contraction,1.0,1812.5527563858182,93,0,1.0
11,Bottleneck,Full-Contraction,1.0,2130.3362245663293,124,0,1.0
11,Bottleneck,Full-Contraction,1.0,2800.3100695861826,153,0,1.0
11,Bottleneck,Full-Contraction,1.0,2553.387889404782,140,0,1.0
11,Bottleneck,Full-Contraction,1.0,2489.864381997059,122,0,1.0
11,Bottleneck,Full-Contraction,1.0,1744.755005808342,94,0,1.0
11,Bottleneck,Full-Contraction,1.0,1447.994511143201,75,0,1.0
11,Bottleneck,Full-Contraction,1.0,3881.1850207789344,190,0,1.0
11,Bottleneck,Full-Contraction,1.0,1893.3447815288018,108,0,1.0
11,Bottleneck,Full-Contraction,1.0,2368.475261560251,120,0,1.0
11,Bottleneck,Full-Contraction,1.0,1854.910777874395,92,0,1.0
11,Bottleneck,Full-Contraction,1.0,2842.3540676992743,141,0,1.0
11,Bottleneck,Full-Contraction,1.0,2461.835068474232,130,0,1.0
11,Bottleneck,Full-Contraction,1.0,2347.0317151585677,132,0,1.0
11,Bottleneck,Full-Contraction,1.0,1747.0742186435589,92,0,1.0
11,Bottleneck,Full-Contraction,1.0,3006.4837467478615,148,0,1.0
11,Bottleneck,Full-Contraction,1.0,1784.0215618734744,88,0,1.0
11,Bottleneck,Full-Contraction,1.0,2126.600080285106,123,0,1.0
11,Bottleneck,Full-Contraction,1.0,1924.479554145954,98,0,1.0
11,Bottleneck,Full-Contraction,1.0,1370.3098146539337,90,0,1.0
11,Bottleneck,Full-Contraction,1.0,1285.218884505256,74,0,1.0
11,Bottleneck,Full-Contraction,1.0,3517.723493982403,182,0,1.0
11,Bottleneck,Full-Contraction,1.0,2659.057981469484,131,0,1.0
11,Bottleneck,Full-Contraction,1.0,3345.4384019331555,164,0,1.0
11,Bottleneck,Full-Contraction,1.0,3275.4625781064437,160,0,1.0
11,Bottleneck,Full-Contraction,1.0,3813.054916020873,186,0,1.0
11,Bottleneck,Full-Contraction,1.0,1460.0199328802,81,0,1.0
11,Bottleneck,Full-Contraction,1.0,2648.7379744241916,135,0,1.0
11,Bottleneck,Full-Contraction,1.0,3034.872220211177,148,0,1.0
11,Bottleneck,Full-Contraction,1.0,2414.835198657716,121,0,1.0
11,Bottleneck,Full-Contraction,1.0,1524.987352382745,84,0,1.0
11,Bottleneck,Full-Contraction,1.0,2031.0657791578842,104,0,1.0
11,Bottleneck,Full-Contraction,1.0,2449.7985930346094,138,0,1.0
11,Bottleneck,Full-Contraction,1.0,1900.5104658890577,102,0,1.0
11,Bottleneck,Full-Contraction,1.0,2770.5206635845916,143,0,1.0
11,Bottleneck,Full-Contraction,1.0,2363.734914908221,127,0,1.0
11,Bottleneck,Full-Contraction,1.0,2779.6835970911748,136,0,1.0
11,Bottleneck,Full-Contraction,1.0,2027.1276797819385,112,0,1.0
11,Bottleneck,Full-Contraction,1.0,3429.8338212697345,182,0,1.0
11,Bottleneck,Full-Contraction,1.0,3593.436390976736,175,0,1.0
11,Bottleneck,Full-Contraction,1.0,3493.8524744878596,170,0,1.0
11,Bottleneck,Full-Contraction,1.0,4325.240413994469,212,0,1.0
11,Bottleneck,Full-Contraction,1.0,1753.9374586197114,90,0,1.0
11,Bottleneck,Full-Contraction,1.0,2553.686712398795,135,0,1.0
11,Bottleneck,Full-Contraction,1.0,3539.7551226368532,173,0,1.0
